id,state,region,title,model_year,price,type,chassis_make,body_make,chassis_type,fuel,is_4wd,mileage,engine_hours,pump_hours,pump_gpm,tank_gal,last_modified,category_id
eae21af5-95f4-46e4-828a-c752250aa0e5,IN,Midwest,2003 Pierce Dash 100' Platform,2003,369900,platform,Pierce,Pierce,custom,diesel,,87108,667,,2000,300,2026-07-16T17:13:17.168Z,d7e2cd9d-fd09-469a-ad5c-d2a1901b513e
c67a5fef-d21d-4ea6-bbf2-687ca08c4c38,IN,Midwest,2008 Spartan Ferrara Pumper,2008,170000,pumper-engine,Ferrara,Spartan,custom,,,27205,,,1500,1000,2026-08-10T19:56:41.443Z,fa257783-f061-4187-9eac-110ffe1f7c13
a2c481be-532c-4588-ac9f-77f72ad58853,IN,Midwest,2021 International Hooklift,2021,90000,hooklift,International,Other,2-door-commercial,diesel,,315000,10100,,,,2026-07-15T21:18:56.365Z,bab99702-5935-4654-a9bb-fcc8d593c293
38da33a3-d4a6-4df7-99d2-88fb454a0b91,IN,Midwest,2013 Ferrara Igniter 107' Aerial,2013,70000,aerial-ladder,Ferrara,Ferrara,custom,diesel,,64820,5856,,,,2026-08-10T14:54:11.845Z,32a48e35-feaf-449b-86e1-7631bc0b3968
08a00017-96f3-4afc-a0a1-300dbd40e0b8,IN,Midwest,2008 Ford 4x4 Light Rescue,2008,92500,light-rescue,Ford,Other,4-door-commercial,diesel,,33338,,,200,200,2026-07-27T19:15:28.945Z,86aa5c3b-3965-4a9a-b2f8-fbcb5d0ca70a
f75e5e0e-21f2-4fd4-ae18-963f0b232e31,IN,Midwest,1997 Smeal Spartan Pumper,1997,169900,pumper-engine,Spartan,Smeal,custom,diesel,,14041,5012,,1500,1000,2026-07-15T12:31:38.575Z,fa257783-f061-4187-9eac-110ffe1f7c13
14c0734d-a661-4669-8490-bbda1916a506,IN,Midwest,2002 Ford F-350 Brush Truck,2002,49000,brush-truck,Ford,Ford,2-door-commercial,,,11229,,,150,400,2026-08-10T13:24:36.916Z,6fe8c974-200e-4e53-b687-4988ae13f4ee
2dc0a6b7-8e39-480f-b1b3-4154fb3e9590,IN,Midwest,2005 Pierce International Pumper,2005,99000,pumper-engine,International,Pierce,2-door-commercial,,,18879,,,1250,1000,2026-07-16T17:13:21.798Z,fa257783-f061-4187-9eac-110ffe1f7c13
6be075a6-3887-457d-b312-bfe2934125b5,IN,Midwest,1997 Freightliner Tanker,1997,25000,tanker-tender,Freightliner,Other,2-door-commercial,diesel,,145620,5335,,,2000,2026-08-14T19:35:04.189Z,fb52f135-446f-4724-b502-a8d9c4f58493
ae5c0ad8-26ea-4dce-8d4f-c2997693ffc3,IN,Midwest,2002 KME International Pumper,2002,120000,pumper-engine,International,KME,2-door-commercial,,,14767,922,,1250,1000,2026-08-10T14:54:04.746Z,fa257783-f061-4187-9eac-110ffe1f7c13
40c1e937-3cac-4c87-9e2f-20e646d3c8f7,IN,Midwest,2003 Pierce Arrow 85' Aerial,2003,40000,aerial-ladder,Pierce,Pierce,custom,diesel,,20000,,,1000,300,2026-08-11T01:17:15.060Z,32a48e35-feaf-449b-86e1-7631bc0b3968
d17c41b2-012d-40f7-b3ae-9af69d9981de,IN,Midwest,1994 E-One Pumper,1994,15000,pumper-engine,E-One,E-One,custom,diesel,,24575,2240,,1250,1000,2026-07-21T01:21:50.647Z,fa257783-f061-4187-9eac-110ffe1f7c13
859f11a5-429f-48fb-ba8e-691cf39b2b9e,IN,Midwest,1998 Freightliner Heavy Rescue,1998,25000,heavy-rescue,Other,Freightliner,4-door-commercial,diesel,,23600,2680,,0,0,2026-06-10T15:13:14.265Z,86aa5c3b-3965-4a9a-b2f8-fbcb5d0ca70a
a217d9b9-7c7e-48b7-a85c-10faaa0fd9a3,IN,Midwest,1994 S&S International Pumper Tanker,1994,40000,pumper-tanker,International,S&S (Stewart & Stevenson),2-door-commercial,diesel,,23584,1749,,500,2000,2026-08-14T19:34:53.602Z,fb52f135-446f-4724-b502-a8d9c4f58493
3470754c-e8bb-4673-922d-6ccc94a9ca93,IN,Midwest,1999 Sterling Tanker,1999,90000,tanker-tender,Sterling,Other,2-door-commercial,diesel,,12500,,,250,4000,2026-08-11T01:12:45.140Z,fb52f135-446f-4724-b502-a8d9c4f58493
f1c3a4c1-c338-4ee9-9f32-85aca53c1a99,IN,Midwest,1999 E-One Rescue Pumper,1999,30000,rescue-pumper,E-One,E-One,custom,,,51000,,,,,2026-07-30T01:15:38.764Z,86aa5c3b-3965-4a9a-b2f8-fbcb5d0ca70a
f5ee9b2c-0622-4c6a-a1cf-1c160bbcc43f,IN,Midwest,1990 Chevrolet C70 Dump Truck,1990,25000,dump-truck,Chevrolet,,2-door-commercial,diesel,,9924,,,,,2026-07-08T03:00:26.910Z,3e918b89-8111-4445-ab7e-2c9b49127342
3361331c-1e4f-4cec-8713-7aa16b8a7d35,IN,Midwest,2002 Marion Freightliner Heavy Rescue,2002,40000,heavy-rescue,Freightliner,Marion,2-door-commercial,diesel,,30367,3237,,,,2026-08-08T07:59:30.064Z,86aa5c3b-3965-4a9a-b2f8-fbcb5d0ca70a
95b110bc-41c9-4ca2-b6bd-29afb2061d26,IN,Midwest,2005 Sutphen Shield Pumper,2005,74900,pumper-engine,Sutphen,Sutphen,custom,diesel,,78786,7100,,1500,750,2026-08-10T14:54:10.834Z,fa257783-f061-4187-9eac-110ffe1f7c13
6fefa07d-2acb-4470-aa09-857757dc2e50,IN,Midwest,1995 American International Heavy Rescue,1995,50000,heavy-rescue,International,American,4-door-commercial,diesel,,44708,544,,,,2026-07-20T18:25:03.578Z,86aa5c3b-3965-4a9a-b2f8-fbcb5d0ca70a
791921dc-d9e0-40e3-ab01-b77b8cd3bd51,IN,Midwest,1995 E-One Cyclone Pumper,1995,20500,pumper-engine,E-One,E-One,custom,diesel,,47000,,,1250,1000,2026-08-03T16:18:07.998Z,fa257783-f061-4187-9eac-110ffe1f7c13
b9e73777-ff8d-4e13-9876-5ea3355d3fa2,IN,Midwest,2006 Pierce Saber Pumper,2006,12000,pumper-engine,Pierce,Pierce,custom,diesel,,149200,12130,,1500,750,2026-06-10T15:13:14.265Z,fa257783-f061-4187-9eac-110ffe1f7c13
4d2a1a2d-82b6-4509-8c7a-941a7d2042c4,IN,Midwest,1996 E-One Cyclone Pumper,1996,25000,pumper-engine,E-One,E-One,custom,diesel,,32778,1595,,1500,1000,2026-08-05T18:14:20.184Z,fa257783-f061-4187-9eac-110ffe1f7c13
6dbd2733-4523-41c0-9ffb-9aa780f0cb81,IN,Midwest,2008 Chevrolet Type I Ambulance,2008,28000,type-1,Chevrolet,Other,2-door-commercial,diesel,,102304,,,,,2026-08-11T01:15:50.770Z,a81d9a9c-4e1f-4d12-8a69-c1f20a885b44
bc99f041-02d0-47ec-9520-b99b32fe1346,IN,Midwest,1988 International Pumper,1988,16000,pumper-engine,International,International,2-door-commercial,diesel,,46208,,,1250,1250,2026-06-10T15:13:14.265Z,fa257783-f061-4187-9eac-110ffe1f7c13
340bd688-4cfc-47c6-8ef0-8148635914dd,IN,Midwest,1989 FMC GMC Pumper,1989,15000,pumper-engine,GMC,FMC,2-door-commercial,diesel,,28342,,,1000,1000,2026-08-02T13:26:23.386Z,fa257783-f061-4187-9eac-110ffe1f7c13
14d9661a-f84b-469b-962b-e10b16ef3a5f,IN,Midwest,1996 Spartan Ferrara Pumper,1996,15000,pumper-engine,Ferrara,Spartan,custom,diesel,,170897,2123,,1250,1000,2026-07-20T19:59:00.822Z,fa257783-f061-4187-9eac-110ffe1f7c13
83cdcf01-942e-451e-b85f-b35b182c67c3,IN,Midwest,1998 S&S Freightliner Rescue Pumper,1998,42500,rescue-pumper,Freightliner,S&S (Stewart & Stevenson),2-door-commercial,diesel,,25000,,,500,500,2026-06-29T20:17:31.794Z,86aa5c3b-3965-4a9a-b2f8-fbcb5d0ca70a
e1d3d509-ff2f-4dd0-9e09-44fd2c83dce2,IN,Midwest,1973 GMC 6500 Dump Truck,1973,9900,dump-truck,GMC,,2-door-commercial,,,54000,,,,,2026-08-01T15:33:30.053Z,3e918b89-8111-4445-ab7e-2c9b49127342
c12a616c-2ee8-48f7-b16b-34e37b983a57,IA,Midwest,2024 Ford 4x4 Brush Truck,2024,112000,brush-truck,Ford,Other,2-door-commercial,gasoline,,45,,,0,300,2026-07-14T13:56:50.065Z,6fe8c974-200e-4e53-b687-4988ae13f4ee
2f8af51f-58c6-488c-8374-0233f08d5dcc,IA,Midwest,2009 Pierce Contender Pumper,2009,200000,pumper-engine,Pierce,Pierce,4-door-commercial,diesel,,21712,1054,,1250,1000,2026-07-16T17:13:19.322Z,fa257783-f061-4187-9eac-110ffe1f7c13
f85e73f2-c9ea-45e7-9b5f-8e36f6301835,IA,Midwest,2002 Luverne Spartan Pumper,2002,59999,pumper-engine,Spartan,Luverne,custom,diesel,,34601,3794,,1500,750,2026-08-12T15:34:12.644Z,fa257783-f061-4187-9eac-110ffe1f7c13
a88e4789-5784-4c41-96fc-e1cb3cfc0b12,IA,Midwest,1992 Central States Ford Pumper Tanker,1992,15000,pumper-tanker,Ford,Central States,4-door-commercial,diesel,,10700,,,1000,1000,2026-07-29T22:41:43.485Z,fb52f135-446f-4724-b502-a8d9c4f58493
3f37edab-fd4d-41ad-851a-7f18bf8ac1be,IA,Midwest,1992 E-One Custom 110' Aerial,1992,20000,aerial-ladder,E-One,E-One,custom,diesel,,70084,5298,,1500,500,2026-07-08T03:00:32.668Z,32a48e35-feaf-449b-86e1-7631bc0b3968
4f0c2497-bac4-432a-bfff-282353ae61a6,IA,Midwest,1997 Central States Freightliner Pumper,1997,52500,pumper-engine,Freightliner,Central States,4-door-commercial,diesel,,23626,1731,678,1500,1000,2026-06-16T22:47:46.108Z,fa257783-f061-4187-9eac-110ffe1f7c13
023d7a55-9d71-463f-bba4-a8b0524a6930,IA,Midwest,1999 American LaFrance Eagle Pumper,1999,20000,pumper-engine,American LaFrance,American LaFrance,custom,diesel,,100000,,,1500,750,2026-06-10T15:13:14.265Z,fa257783-f061-4187-9eac-110ffe1f7c13
37d5da3a-6e81-47d2-b227-323a582af6cc,IA,Midwest,2010 Chevrolet 4500 Type III Ambulance,2010,22000,type-3,Chevrolet,Chevrolet,2-door-commercial,diesel,,192000,,,,,2026-08-06T13:59:07.823Z,a81d9a9c-4e1f-4d12-8a69-c1f20a885b44
18803815-bbcc-4610-9cc9-7126eb2785b5,IA,Midwest,1998 Toyne Ford Pumper,1998,20000,pumper-engine,Ford,Toyne,4-door-commercial,diesel,,13302,1242,,1250,500,2026-07-14T03:00:38.383Z,fa257783-f061-4187-9eac-110ffe1f7c13
89bacefe-a76c-4dd7-84b6-46d836fc7964,IA,Midwest,1999 E-One International Pumper,1999,25000,pumper-engine,International,E-One,4-door-commercial,diesel,,116000,7145,,1500,500,2026-08-03T18:09:29.819Z,fa257783-f061-4187-9eac-110ffe1f7c13
3b350454-bbbb-47b8-bfb9-a56eb844a085,IA,Midwest,1995 Pierce Custom 50' Aerial,1995,49999,aerial-ladder,Pierce,Pierce,custom,diesel,,46072,4617,,2000,500,2026-08-12T15:34:59.926Z,32a48e35-feaf-449b-86e1-7631bc0b3968
27e6f045-c615-426e-ac9a-72ebf149f420,IA,Midwest,2007 Wheeled Coach Ford 4x4 Type I Ambulance,2007,45000,type-1,Ford,Wheeled Coach,2-door-commercial,diesel,,13908,,,,,2026-08-05T22:44:25.192Z,a81d9a9c-4e1f-4d12-8a69-c1f20a885b44
54bdfd45-d563-4379-9cb7-341e08b8f440,IA,Midwest,1995 Central States Freightliner Pumper,1995,20000,pumper-engine,Freightliner,Central States,4-door-commercial,diesel,,11627,926,250,1250,,2026-07-22T00:23:21.436Z,fa257783-f061-4187-9eac-110ffe1f7c13
1bf2c6fa-71a2-498b-8a0c-4c8cb75c3f56,IA,Midwest,1992 International Central States Pumper,1992,8500,pumper-engine,Central States,International,2-door-commercial,diesel,,32000,25220,586,1250,1000,2026-06-10T15:13:14.265Z,fa257783-f061-4187-9eac-110ffe1f7c13
afb26061-f2bb-4d3a-b916-c178a8cf6662,IA,Midwest,2018 Simon Fire Equipment Freightliner Tanker,2018,210170,tanker-tender,Freightliner,Simon Fire Equipment,2-door-commercial,diesel,,151000,,,375,3000,2026-07-14T13:56:49.999Z,fb52f135-446f-4724-b502-a8d9c4f58493
b81caf44-dfcb-4a02-beb7-5d2ac78daf51,IA,Midwest,3M Scott Safety 5.5 X3 SCBA backframe w/ One 60min Cylinder,,750,,,,,,,,,,,,2026-08-03T19:25:42.271Z,b28116b1-22b6-46b3-81c4-d0066cd02437
5d62a42c-8b5b-4b82-860d-ff154dcb442b,IA,Midwest,"Scott Air-Pak X3 SCBA, 2013 Edition",2013,1200,,,,,,,,,,,,2026-06-25T20:26:54.085Z,b28116b1-22b6-46b3-81c4-d0066cd02437
b2839214-a503-445f-a0cc-3943d64517ef,IA,Midwest,Scott Safety Industrial SCBA 2216,,300,,,,,,,,,,,,2026-08-03T19:25:06.166Z,b28116b1-22b6-46b3-81c4-d0066cd02437
934a3ec4-0deb-40b8-9f96-dabf4ee8eb9d,KS,Midwest,2011 Pierce Ford 4x4 Mini Pumper,2011,160000,mini-pumper,Ford,Pierce,4-door-commercial,diesel,,35876,,,1000,300,2026-07-28T17:04:47.605Z,6fe8c974-200e-4e53-b687-4988ae13f4ee
29993e3e-d4dd-426e-9fbe-9a4dc4cfd993,KS,Midwest,2000 Ford F250 4x4 Brush Truck,2000,20000,brush-truck,Ford,Ford,4-door-commercial,gasoline,,50100,,,,125,2026-08-03T15:05:38.508Z,6fe8c974-200e-4e53-b687-4988ae13f4ee
120f1fa2-eb73-4383-97b4-94ee8cb8ee0b,KS,Midwest,Oshkosh MK 48,,150000,,,,2-door-commercial,diesel,,1166,,,,,2026-08-11T01:16:09.102Z,79c8d05c-40dd-468d-9730-09a47f70150f
5b7c62d0-f2ac-43db-ba29-54d398d6149c,KS,Midwest,2003 Chevrolet 2500HD 4x4 Brush Truck,2003,50000,brush-truck,Chevrolet,Chevrolet,2-door-commercial,gasoline,,107917,,,200,200,2026-08-10T14:54:07.382Z,6fe8c974-200e-4e53-b687-4988ae13f4ee
c6cbe592-5623-4fb9-af16-696530181305,KS,Midwest,2007 Chevrolet 3500HD 4x4 Brush Truck,2007,60000,brush-truck,Chevrolet,Chevrolet,2-door-commercial,gasoline,,128566,,,,200,2026-08-10T14:54:08.296Z,6fe8c974-200e-4e53-b687-4988ae13f4ee
135ed8f0-fee3-4d7f-9570-0cca41d26cc9,KS,Midwest,2008 Pierce Arrow XT Pumper,2008,40000,pumper-engine,Pierce,Pierce,custom,diesel,,114723,11860,,2000,750,2026-06-23T03:00:11.006Z,fa257783-f061-4187-9eac-110ffe1f7c13
d2ce8447-0d37-4139-b88d-312d956e5b7b,KS,Midwest,1997 Danko Ford 4x4 Brush Truck,1997,35000,brush-truck,Ford,Danko,2-door-commercial,gasoline,,15443,,,160,300,2026-08-07T01:03:00.504Z,6fe8c974-200e-4e53-b687-4988ae13f4ee
188b2487-d5c5-4e9f-8765-39e645277c68,KS,Midwest,2002 Amtech GMC Light Rescue,2002,55000,light-rescue,GMC,Amtech,2-door-commercial,diesel,,17225,,,,100,2026-07-16T21:04:55.502Z,86aa5c3b-3965-4a9a-b2f8-fbcb5d0ca70a
d9d0b6a0-4eee-4af4-b97a-bfe4986e2e8a,KS,Midwest,1990 Ford F250 4x4 Brush Truck,1990,30000,brush-truck,Ford,Ford,2-door-commercial,gasoline,,14830,,,,300,2026-06-10T15:13:14.265Z,6fe8c974-200e-4e53-b687-4988ae13f4ee
11f96abf-9d40-4092-ad5a-ecba51ac4b0b,KS,Midwest,1988 Pierce International Pumper,1988,18000,pumper-engine,International,Pierce,2-door-commercial,diesel,,10839,,,750,500,2026-07-09T03:00:17.066Z,fa257783-f061-4187-9eac-110ffe1f7c13
d0719d7d-26ba-46e4-b307-0ca168e7e909,KS,Midwest,2001 Chevrolet 2500HD 4x4 Brush Truck,2001,45000,brush-truck,Chevrolet,Chevrolet,2-door-commercial,gasoline,,115017,,,,200,2026-06-10T15:13:14.265Z,6fe8c974-200e-4e53-b687-4988ae13f4ee
b36e4702-ef8c-4fba-9a02-f314dc1b9a62,KS,Midwest,(3) Kendrick Extrication Devices (KED),,250,,,,,,,,,,,,2026-07-11T15:34:40.612Z,d549ecd8-c182-4a33-939a-c54f2be00b6a
47038352-cd2c-4b8f-91e5-947123835981,KY,South,2024 Freightliner New Way Rear Loader,2024,187000,rear_loader,Freightliner,New Way,2-door-commercial,diesel,,19631,1856,,,,2026-07-16T17:58:51.025Z,a05a1ae8-85b2-4ae3-ae67-10f5ce608164
b0971044-2d09-4b45-a5ab-2cb301317bea,KY,South,2019 dodge charger pursuit,2019,20000,,,,4-door-commercial,gasoline,,147000,,,,,2026-08-14T13:46:43.980Z,37fb2938-3157-4579-ab35-6ab2e7a39f89
6fd5af95-595b-41a4-8af6-49d1dd6bffbd,KY,South,2019 Peterbilt 579 Semi,2019,28000,,Peterbilt,,2-door-commercial,,,430000,,,,,2026-08-07T15:22:03.432Z,79c8d05c-40dd-468d-9730-09a47f70150f
04ab272b-2d07-43b8-a632-47257e84a28d,KY,South,2001 Ford F550 4x4 Brush Truck,2001,34500,brush-truck,Ford,Ford,2-door-commercial,diesel,,35064,723,,250,300,2026-07-07T13:23:11.327Z,6fe8c974-200e-4e53-b687-4988ae13f4ee
71e0cbf9-fcfc-45db-8e8f-bea2bbf710ce,KY,South,2012 Mack E-Z Pack Rear Loader,2012,52500,rear_loader,Mack,E-Z Pack,2-door-commercial,diesel,,103000,17300,,,,2026-07-15T21:18:54.347Z,a05a1ae8-85b2-4ae3-ae67-10f5ce608164
6a47a913-ec86-410d-801d-c75b362889e0,KY,South,1986 GMC Medium Rescue,1986,15000,medium-rescue,GMC,GMC,2-door-commercial,,,38500,,,,,2026-08-06T17:46:48.599Z,86aa5c3b-3965-4a9a-b2f8-fbcb5d0ca70a
8ce04f69-8f43-4df9-b34c-12effad93e89,KY,South,"1998 Pierce Detroit Series 60 Diesel, 430 HP 105' Aerial",1998,30000,aerial-ladder,Pierce,Pierce,custom,diesel,,14098,2738,0,0,0,2026-08-04T23:38:18.074Z,32a48e35-feaf-449b-86e1-7631bc0b3968
3d30dc8a-07ed-4e49-ac4b-b83b8f46a9a5,KY,South,Ford 450 Maintainer Body,,11000,other-apparatus,Ford,Ford,4-door-commercial,,,0,,,,,2026-06-10T15:13:14.265Z,6092aee6-fe58-436b-b005-d30d30c4b98b
b653dc86-1e0d-4bd3-b123-c958acaf34e7,KY,South,2000 KME Freightliner Pumper,2000,30000,pumper-engine,Freightliner,KME,4-door-commercial,diesel,,79022,7923,,1250,750,2026-08-14T00:48:09.440Z,fa257783-f061-4187-9eac-110ffe1f7c13
dcca853c-b484-4cd9-93e5-cdcb7b339201,KY,South,1998 Western Star 9500 Dump Truck,1998,45000,dump-truck,Western Star,,2-door-commercial,diesel,,400000,,,,,2026-08-12T20:39:48.197Z,3e918b89-8111-4445-ab7e-2c9b49127342
09dbeb0b-847a-4cc6-b5f8-3f1643cc3d0b,KY,South,1993 Ferrara HME Pumper Tanker,1993,45000,pumper-tanker,HME,Ferrara,4-door-commercial,diesel,,19271,,,1500,1500,2026-08-03T14:02:12.578Z,fb52f135-446f-4724-b502-a8d9c4f58493
574daa4e-3330-4ec1-97a7-dd0f664573c2,KY,South,1996 Sutphen Deluge Pumper,1996,20000,pumper-engine,Sutphen,Sutphen,custom,diesel,,18000,,,1500,750,2026-07-13T21:42:31.896Z,fa257783-f061-4187-9eac-110ffe1f7c13
a984a2ba-1d90-4bde-a47f-332379b86dcd,KY,South,1994 E-One International Heavy Rescue,1994,35000,heavy-rescue,International,E-One,2-door-commercial,diesel,,26374,3259,,,,2026-08-11T01:15:33.614Z,86aa5c3b-3965-4a9a-b2f8-fbcb5d0ca70a
ce54e44a-b16f-4c02-ab07-04a64dea1242,KY,South,1991 Grumman Chevrolet Pumper Tanker,1991,15000,pumper-tanker,Chevrolet,Grumman,2-door-commercial,diesel,,30000,,,1250,1250,2026-07-17T15:24:42.927Z,fa257783-f061-4187-9eac-110ffe1f7c13
f62b6975-8d54-4a9e-bbb7-2d344ecae958,KY,South,1992 Pierce Dash Pumper,1992,29900,pumper-engine,Pierce,Pierce,custom,diesel,,24464,,,1250,1250,2026-07-08T15:06:13.419Z,fa257783-f061-4187-9eac-110ffe1f7c13
0b90fd28-5d4c-4fa0-b5c9-7f605be550f9,KY,South,1993 E-One Hush Rescue Pumper,1993,8500,rescue-pumper,E-One,E-One,custom,diesel,,116750,,,1500,500,2026-06-10T15:13:14.265Z,86aa5c3b-3965-4a9a-b2f8-fbcb5d0ca70a
743bbd35-19ea-49e0-895e-66c6232483eb,KY,South,1992 KME Renagade Pumper,1992,10000,pumper-engine,KME,KME,4-door-commercial,diesel,,59529,8424,,1250,500,2026-08-04T11:48:19.365Z,fa257783-f061-4187-9eac-110ffe1f7c13
aba2f923-f6f0-4d7d-88ba-2e9854ced6d8,KY,South,1987 Pierce Pumper,1987,10000,pumper-engine,Pierce,Pierce,custom,diesel,,30295,,,1250,500,2026-06-10T15:13:14.265Z,fa257783-f061-4187-9eac-110ffe1f7c13
9387f742-0e85-4168-8744-1fd7fd05d772,KY,South,Federal signal light package,,850,,,,,,,,,,,,2026-08-11T01:18:00.733Z,b28116b1-22b6-46b3-81c4-d0066cd02437
ce073ad6-b0fe-485b-9866-6dd478aa05f5,KY,South,Amerex 6 liter wet chemical fire extinguisher,,200,,,,,,,,,,,,2026-08-11T01:18:06.970Z,b28116b1-22b6-46b3-81c4-d0066cd02437
2132323e-bf32-42e3-bdd0-dd8108c14847,KY,South,Amerex 5lb abc fire extinguisher,,90,,,,,,,,,,,,2026-08-11T01:18:06.970Z,b28116b1-22b6-46b3-81c4-d0066cd02437
160ac9c6-1948-4859-8514-684fba8215fd,LA,South,2026 International CV 4x4 Quick Attack,2026,350000,quick-attack,International,International,2-door-commercial,diesel,,1078,,,300,300,2026-07-14T13:56:49.589Z,6fe8c974-200e-4e53-b687-4988ae13f4ee
1e5e0632-119b-47ec-8a36-978326d8044b,LA,South,2024 Chevrolet Curbtender 4x4 Rear Loader,2024,145000,rear_loader,Chevrolet,Curbtender,2-door-commercial,diesel,,19350,,,,,2026-07-16T17:58:58.400Z,a05a1ae8-85b2-4ae3-ae67-10f5ce608164
11b034b7-cfec-41c6-a002-8fa30f173550,LA,South,2023 Freightliner G-S Products Automated Side Loader,2023,175000,automated_side,Freightliner,G-S Products,2-door-commercial,diesel,,70000,,,,,2026-07-16T17:58:45.849Z,a05a1ae8-85b2-4ae3-ae67-10f5ce608164
e07a3f2a-12b7-4e8f-b880-59da4fef5983,LA,South,2024 Freightliner G-S Products Automated Side Loader,2024,180000,automated_side,Freightliner,G-S Products,2-door-commercial,diesel,,680000,,,,,2026-06-16T22:27:58.911Z,a05a1ae8-85b2-4ae3-ae67-10f5ce608164
8fc78c17-ae82-4458-b9c0-0d59bcc7cdb7,LA,South,2005 Ferrara 100' Quint,2005,170000,quint,Ferrara,Ferrara,custom,,,53395,,,2000,300,2026-08-12T16:33:58.670Z,32a48e35-feaf-449b-86e1-7631bc0b3968
1526edff-6f2c-425c-83ff-f4f8cd99a5dd,LA,South,2008 E-One Pumper,2008,120000,pumper-engine,E-One,E-One,custom,,,50000,,,1500,500,2026-07-22T23:20:54.226Z,fa257783-f061-4187-9eac-110ffe1f7c13
50b761c2-3dd4-40a1-ad85-28316fe1c5b3,LA,South,2018 Freightliner Heil Side Loader,2018,89500,side_loader,Freightliner,Heil,2-door-commercial,diesel,,102294,11588,,,,2026-07-16T17:58:46.539Z,a05a1ae8-85b2-4ae3-ae67-10f5ce608164
6ccf9dd0-3925-4124-836a-a743487da6df,LA,South,1993 Ferrara Chevrolet Pumper Tanker,1993,15000,pumper-tanker,Chevrolet,Ferrara,2-door-commercial,diesel,,12880,,,1250,1250,2026-08-01T19:52:39.440Z,fb52f135-446f-4724-b502-a8d9c4f58493
ee14caea-190d-48b8-ac8b-c57b7797ad1e,LA,South,2008 Mack Granite Roll Off,2008,50000,,Mack,,2-door-commercial,,,540000,,,,,2026-07-09T19:00:26.215Z,bab99702-5935-4654-a9bb-fcc8d593c293
2902e0de-7670-4111-9add-a89caf0623c2,LA,South,2000 Spartan Gladiator 75' Aerial,2000,35000,aerial-ladder,Spartan,Spartan,custom,diesel,,68820,10225,324,1500,1000,2026-06-23T03:00:10.703Z,32a48e35-feaf-449b-86e1-7631bc0b3968
1af8db82-420a-4ac5-8050-40882b19b259,LA,South,2005 Freightliner Heavy Rescue,2005,25000,heavy-rescue,Freightliner,Freightliner,2-door-commercial,diesel,,50000,,,,,2026-08-12T19:23:48.795Z,86aa5c3b-3965-4a9a-b2f8-fbcb5d0ca70a
33453f26-08f4-4705-a6f3-1ab40c03be17,LA,South,1996 Pierce Freightliner 4x4 Heavy Rescue,1996,30000,heavy-rescue,Freightliner,Pierce,custom,diesel,,21047,3900,,0,0,2026-07-03T03:00:16.070Z,86aa5c3b-3965-4a9a-b2f8-fbcb5d0ca70a
9123194c-b3a1-4e8e-b084-e5bb73779f37,LA,South,1998 E-One International Pumper,1998,30000,pumper-engine,International,E-One,2-door-commercial,diesel,,5492,,,1500,500,2026-07-02T03:00:32.052Z,fa257783-f061-4187-9eac-110ffe1f7c13
40cfd120-7f0a-4362-ba5d-d7337cc55988,LA,South,New MSA Cairs 880 Chicago white fire helmet with reflector damage minor never been used . Comes with safety safety shield included,,450,,,,,,,,,,,,2026-08-11T01:16:25.707Z,b28116b1-22b6-46b3-81c4-d0066cd02437
ecc99112-c3b0-4633-80b1-65b931afd221,LA,South,Spreader and rams with fire hose nozzles ,,4000,,,,,,,,,,,,2026-01-16T20:26:48.976Z,b28116b1-22b6-46b3-81c4-d0066cd02437
473271d1-cf10-44fa-b885-dbdfec06b925,ME,Northeast,2009 Pierce 75' Aerial,2009,425000,aerial-ladder,Pierce,Pierce,4-door-commercial,diesel,,37491,,,1500,500,2026-08-14T13:49:04.973Z,32a48e35-feaf-449b-86e1-7631bc0b3968
41a8e468-8888-4d7e-abb2-2536b16dd643,ME,Northeast,2004 Metalfab International Pumper,2004,80000,pumper-engine,International,Metalfab,2-door-commercial,diesel,,12329,,,1250,1000,2026-07-16T17:13:27.901Z,fa257783-f061-4187-9eac-110ffe1f7c13
bc477465-ed83-4293-95d7-3f3cb056c576,ME,Northeast,2014 Pierce Saber Pumper,2014,215000,pumper-engine,Pierce,Pierce,custom,diesel,,74149,,,1500,1000,2026-07-28T17:28:12.020Z,fa257783-f061-4187-9eac-110ffe1f7c13
a5839141-a8ec-447a-999b-b72e58c757ae,ME,Northeast,2011 Pierce Velocity 105' Quint,2011,339000,quint,Pierce,Pierce,custom,diesel,,100259,,,1500,500,2026-07-16T17:13:13.366Z,32a48e35-feaf-449b-86e1-7631bc0b3968
7d6c4772-a9de-4984-b7c5-a7aabdf70291,ME,Northeast,2006 Ford Pierce 4x4 Light Rescue,2006,75000,light-rescue,Pierce,Ford,2-door-commercial,,,10000,,,,,2026-08-05T12:44:40.858Z,86aa5c3b-3965-4a9a-b2f8-fbcb5d0ca70a
dc051d11-66d9-4dd3-8e6d-26b1597e777e,ME,Northeast,2013 John Deere 250 LC Excavator,2013,100000,,Other,,custom,diesel,,0,3650,,,,2026-06-15T17:31:28.763Z,55cb358d-1515-4019-b4f7-1b49d96099cd
eb04a203-2456-4e3b-8e86-bcbf00502cc1,ME,Northeast,2019 Western Star 4700SB Dump Truck,2019,164000,dump-truck,Western Star,,2-door-commercial,,,219339,10588,,,,2026-07-16T17:58:48.787Z,3e918b89-8111-4445-ab7e-2c9b49127342
